subject,session_i,session_j,zone_category,pv_corr,day_distance
UT14,Day15,Day22,corridor,0.6601989629335524,7.0
UT14,Day16,Day17,corridor,0.6805696727221849,1.0
UT14,Day16,Day18,corridor,0.8559175175369873,2.0
UT14,Day16,Day19,corridor,0.8470327687472984,3.0
UT14,Day16,Day21,corridor,0.422065581695589,5.0
UT14,Day16,Day22,corridor,0.5779574079108979,6.0
UT14,Day17,Day18,corridor,0.8446936137718444,1.0
UT14,Day17,Day19,corridor,0.7674393226779752,2.0
UT14,Day17,Day21,corridor,0.21556537714795332,4.0
UT14,Day17,Day22,corridor,0.3145024061995119,5.0
UT14,Day18,Day19,corridor,0.9290877554737396,1.0
UT14,Day18,Day21,corridor,0.3705542945461075,3.0
UT14,Day18,Day22,corridor,0.4614717525870127,4.0
UT14,Day19,Day21,corridor,0.3882231388787487,2.0
UT14,Day19,Day22,corridor,0.5400167099598019,3.0
UT14,Day21,Day22,corridor,0.6582076434393649,1.0
UT13,REM_Sleep_20230914,REM_Sleep_20230914,reward,0.9006860101016078,0.0
UT13,REM_Sleep_20230914,REM_Sleep_20230915,reward,0.6458399379924762,1.0
UT13,REM_Sleep_20230914,REM_Sleep_20230915,reward,0.6913917547973836,1.0
UT13,REM_Sleep_20230914,Good_Run_20230916,reward,0.7694216292651647,2.0
UT13,REM_Sleep_20230914,Good_Run_20230918,reward,0.6450373679421468,4.0
UT13,REM_Sleep_20230914,REM_Sleep_20230919,reward,0.8560381982522142,5.0
UT13,REM_Sleep_20230914,REM_Sleep_20230919,reward,0.7014034370529204,5.0
UT13,REM_Sleep_20230914,Good_Run_20230920,reward,0.7586841785922782,6.0
UT13,REM_Sleep_20230914,REM_Sleep_20230925,reward,0.7548957912813699,11.0
UT13,REM_Sleep_20230914,REM_Sleep_20230925,reward,0.6345339947272408,11.0
UT13,REM_Sleep_20230914,Good_Run_20230926,reward,0.5132939861559634,12.0
UT13,REM_Sleep_20230914,Good_Run_20230927,reward,0.5666691334322277,13.0
UT13,REM_Sleep_20230914,Good_Run_20230927,reward,0.6616336424369644,13.0
UT13,REM_Sleep_20230914,Good_Run_20230928,reward,0.7344569926688235,14.0
UT13,REM_Sleep_20230914,REM_Sleep_20230915,reward,0.7766904409243457,1.0
UT13,REM_Sleep_20230914,REM_Sleep_20230915,reward,0.8480131928840076,1.0
UT13,REM_Sleep_20230914,Good_Run_20230916,reward,0.8233115308355274,2.0
UT13,REM_Sleep_20230914,Good_Run_20230918,reward,0.5007189011344522,4.0
UT13,REM_Sleep_20230914,REM_Sleep_20230919,reward,0.8014169148448308,5.0
UT13,REM_Sleep_20230914,REM_Sleep_20230919,reward,0.6054451083331625,5.0
UT13,REM_Sleep_20230914,Good_Run_20230920,reward,0.7799786162223876,6.0
UT13,REM_Sleep_20230914,REM_Sleep_20230925,reward,0.8878281636910806,11.0
UT13,REM_Sleep_20230914,REM_Sleep_20230925,reward,0.7061453558173607,11.0
UT13,REM_Sleep_20230914,Good_Run_20230926,reward,0.6975048125778334,12.0
UT13,REM_Sleep_20230914,Good_Run_20230927,reward,0.6404886441655263,13.0
UT13,REM_Sleep_20230914,Good_Run_20230927,reward,0.6857304131725063,13.0
UT13,REM_Sleep_20230914,Good_Run_20230928,reward,0.7085667245800226,14.0
UT13,REM_Sleep_20230915,REM_Sleep_20230915,reward,0.6796865974517299,0.0
UT13,REM_Sleep_20230915,Good_Run_20230916,reward,0.7097930495285496,1.0
UT13,REM_Sleep_20230915,Good_Run_20230918,reward,0.3915277543996481,3.0
UT13,REM_Sleep_20230915,REM_Sleep_20230919,reward,0.49041184754504036,4.0
UT13,REM_Sleep_20230915,REM_Sleep_20230919,reward,0.2864400838529452,4.0
UT13,REM_Sleep_20230915,Good_Run_20230920,reward,0.8535925687071675,5.0
UT13,REM_Sleep_20230915,REM_Sleep_20230925,reward,0.7824053052787472,10.0
UT13,REM_Sleep_20230915,REM_Sleep_20230925,reward,0.6571051960086558,10.0
UT13,REM_Sleep_20230915,Good_Run_20230926,reward,0.8882458702599657,11.0
UT13,REM_Sleep_20230915,Good_Run_20230927,reward,0.7294889653424457,12.0
UT13,REM_Sleep_20230915,Good_Run_20230927,reward,0.726657110242515,12.0
UT13,REM_Sleep_20230915,Good_Run_20230928,reward,0.5103331207083744,13.0
UT13,REM_Sleep_20230915,Good_Run_20230916,reward,0.768043920080025,1.0
UT13,REM_Sleep_20230915,Good_Run_20230918,reward,0.4325463197639929,3.0
UT13,REM_Sleep_20230915,REM_Sleep_20230919,reward,0.7952745605142326,4.0
UT13,REM_Sleep_20230915,REM_Sleep_20230919,reward,0.6665401483292804,4.0
UT13,REM_Sleep_20230915,Good_Run_20230920,reward,0.6853854595452757,5.0
UT13,REM_Sleep_20230915,REM_Sleep_20230925,reward,0.783737099842253,10.0
UT13,REM_Sleep_20230915,REM_Sleep_20230925,reward,0.7257534840247093,10.0
UT13,REM_Sleep_20230915,Good_Run_20230926,reward,0.7279166666797368,11.0
UT13,REM_Sleep_20230915,Good_Run_20230927,reward,0.6399888473389317,12.0
UT13,REM_Sleep_20230915,Good_Run_20230927,reward,0.5772212911727906,12.0
UT13,REM_Sleep_20230915,Good_Run_20230928,reward,0.4286336949762387,13.0
UT13,Good_Run_20230916,Good_Run_20230918,reward,0.40045357154290284,2.0
UT13,Good_Run_20230916,REM_Sleep_20230919,reward,0.7560825569634598,3.0
UT13,Good_Run_20230916,REM_Sleep_20230919,reward,0.5632347959601051,3.0
UT13,Good_Run_20230916,Good_Run_20230920,reward,0.7164685155750553,4.0
UT13,Good_Run_20230916,REM_Sleep_20230925,reward,0.6601203985624448,9.0
UT13,Good_Run_20230916,REM_Sleep_20230925,reward,0.6397991934626924,9.0
UT13,Good_Run_20230916,Good_Run_20230926,reward,0.6575441684600267,10.0
UT13,Good_Run_20230916,Good_Run_20230927,reward,0.5917712530967453,11.0
UT13,Good_Run_20230916,Good_Run_20230927,reward,0.5231093102027609,11.0
UT13,Good_Run_20230916,Good_Run_20230928,reward,0.4320848239473288,12.0
UT13,Good_Run_20230918,REM_Sleep_20230919,reward,0.5909096117790618,1.0
UT13,Good_Run_20230918,REM_Sleep_20230919,reward,0.7472167096538006,1.0
UT13,Good_Run_20230918,Good_Run_20230920,reward,0.6213414787762731,2.0
UT13,Good_Run_20230918,REM_Sleep_20230925,reward,0.4547588191801809,7.0
UT13,Good_Run_20230918,REM_Sleep_20230925,reward,0.49451825057641147,7.0
UT13,Good_Run_20230918,Good_Run_20230926,reward,0.48068043923607867,8.0
UT13,Good_Run_20230918,Good_Run_20230927,reward,0.4744870994435473,9.0
UT13,Good_Run_20230918,Good_Run_20230927,reward,0.5551573383636162,9.0
UT13,Good_Run_20230918,Good_Run_20230928,reward,0.4899967432952417,10.0
UT13,REM_Sleep_20230919,REM_Sleep_20230919,reward,0.919734771286455,0.0
UT13,REM_Sleep_20230919,Good_Run_20230920,reward,0.6655283154409695,1.0
UT13,REM_Sleep_20230919,REM_Sleep_20230925,reward,0.6786240273897729,6.0
UT13,REM_Sleep_20230919,REM_Sleep_20230925,reward,0.7416546012277168,6.0
UT13,REM_Sleep_20230919,Good_Run_20230926,reward,0.5268652569329031,7.0
UT13,REM_Sleep_20230919,Good_Run_20230927,reward,0.542064471037493,8.0
UT13,REM_Sleep_20230919,Good_Run_20230927,reward,0.5261700693973129,8.0
UT13,REM_Sleep_20230919,Good_Run_20230928,reward,0.51251750516338,9.0
UT13,REM_Sleep_20230919,Good_Run_20230920,reward,0.6370729222632904,1.0
UT13,REM_Sleep_20230919,REM_Sleep_20230925,reward,0.5172843882338057,6.0
UT13,REM_Sleep_20230919,REM_Sleep_20230925,reward,0.5696207155367697,6.0
UT13,REM_Sleep_20230919,Good_Run_20230926,reward,0.40663886010050126,7.0
UT13,REM_Sleep_20230919,Good_Run_20230927,reward,0.49598367744437427,8.0
UT13,REM_Sleep_20230919,Good_Run_20230927,reward,0.45761282122831304,8.0
UT13,REM_Sleep_20230919,Good_Run_20230928,reward,0.3965888674731274,9.0
UT13,Good_Run_20230920,REM_Sleep_20230925,reward,0.8128967495295991,5.0
UT13,Good_Run_20230920,REM_Sleep_20230925,reward,0.6770643641555961,5.0
UT13,Good_Run_20230920,Good_Run_20230926,reward,0.8037332864605441,6.0
UT13,Good_Run_20230920,Good_Run_20230927,reward,0.7515710571741623,7.0
UT13,Good_Run_20230920,Good_Run_20230927,reward,0.7574042844613489,7.0
UT13,Good_Run_20230920,Good_Run_20230928,reward,0.6128174765650448,8.0
UT13,REM_Sleep_20230925,REM_Sleep_20230925,reward,0.635949226622122,0.0
UT13,REM_Sleep_20230925,Good_Run_20230926,reward,0.7353325824987176,1.0
UT13,REM_Sleep_20230925,Good_Run_20230927,reward,0.6564812357894833,2.0
UT13,REM_Sleep_20230925,Good_Run_20230927,reward,0.7418612236838112,2.0
UT13,REM_Sleep_20230925,Good_Run_20230928,reward,0.7156150142093786,3.0
UT13,REM_Sleep_20230925,Good_Run_20230926,reward,0.7625293676016647,1.0
UT13,REM_Sleep_20230925,Good_Run_20230927,reward,0.8147696945643422,2.0
UT13,REM_Sleep_20230925,Good_Run_20230927,reward,0.7328259357786074,2.0
UT13,REM_Sleep_20230925,Good_Run_20230928,reward,0.4852175683483927,3.0
UT13,Good_Run_20230926,Good_Run_20230927,reward,0.8486892199089967,1.0
UT13,Good_Run_20230926,Good_Run_20230927,reward,0.7762239202030398,1.0
UT13,Good_Run_20230926,Good_Run_20230928,reward,0.38456393959984975,2.0
UT13,Good_Run_20230927,Good_Run_20230927,reward,0.8892218669299216,0.0
UT13,Good_Run_20230927,Good_Run_20230928,reward,0.3850794416710347,1.0
UT13,Good_Run_20230927,Good_Run_20230928,reward,0.6807487018311551,1.0
UT13,REM_Sleep_20230914,REM_Sleep_20230914,choice,0.9109408694769022,0.0
UT13,REM_Sleep_20230914,REM_Sleep_20230915,choice,0.6360822285429995,1.0
UT13,REM_Sleep_20230914,REM_Sleep_20230915,choice,0.6534287341891225,1.0
UT13,REM_Sleep_20230914,Good_Run_20230916,choice,0.7121426061690478,2.0
UT13,REM_Sleep_20230914,Good_Run_20230918,choice,0.6553054588003656,4.0
UT13,REM_Sleep_20230914,REM_Sleep_20230919,choice,0.7885123866010488,5.0
UT13,REM_Sleep_20230914,REM_Sleep_20230919,choice,0.6628803183177281,5.0
UT13,REM_Sleep_20230914,Good_Run_20230920,choice,0.7292225650226021,6.0
UT13,REM_Sleep_20230914,REM_Sleep_20230925,choice,0.7250596708542443,11.0
UT13,REM_Sleep_20230914,REM_Sleep_20230925,choice,0.5775467325315815,11.0
UT13,REM_Sleep_20230914,Good_Run_20230926,choice,0.411154898800873,12.0
UT13,REM_Sleep_20230914,Good_Run_20230927,choice,0.47579728397493287,13.0
UT13,REM_Sleep_20230914,Good_Run_20230927,choice,0.6853329144077295,13.0
UT13,REM_Sleep_20230914,Good_Run_20230928,choice,0.8365294187450775,14.0
UT13,REM_Sleep_20230914,REM_Sleep_20230915,choice,0.8004258372002678,1.0
UT13,REM_Sleep_20230914,REM_Sleep_20230915,choice,0.767415959182735,1.0
UT13,REM_Sleep_20230914,Good_Run_20230916,choice,0.760886319604243,2.0
UT13,REM_Sleep_20230914,Good_Run_20230918,choice,0.5280910605152267,4.0
UT13,REM_Sleep_20230914,REM_Sleep_20230919,choice,0.7565303016700213,5.0
UT13,REM_Sleep_20230914,REM_Sleep_20230919,choice,0.5692399047996776,5.0
UT13,REM_Sleep_20230914,Good_Run_20230920,choice,0.7965163391827744,6.0
UT13,REM_Sleep_20230914,REM_Sleep_20230925,choice,0.863261429116031,11.0
UT13,REM_Sleep_20230914,REM_Sleep_20230925,choice,0.6845141717460249,11.0
UT13,REM_Sleep_20230914,Good_Run_20230926,choice,0.6521813638797559,12.0
UT13,REM_Sleep_20230914,Good_Run_20230927,choice,0.6186305042823821,13.0
UT13,REM_Sleep_20230914,Good_Run_20230927,choice,0.738890843787366,13.0
UT13,REM_Sleep_20230914,Good_Run_20230928,choice,0.7883786402121069,14.0
UT13,REM_Sleep_20230915,REM_Sleep_20230915,choice,0.6616830966554348,0.0
UT13,REM_Sleep_20230915,Good_Run_20230916,choice,0.6675574963087015,1.0
UT13,REM_Sleep_20230915,Good_Run_20230918,choice,0.440229866604543,3.0
UT13,REM_Sleep_20230915,REM_Sleep_20230919,choice,0.4850159473832036,4.0
UT13,REM_Sleep_20230915,REM_Sleep_20230919,choice,0.3092739138102712,4.0
UT13,REM_Sleep_20230915,Good_Run_20230920,choice,0.8465203271768439,5.0
UT13,REM_Sleep_20230915,REM_Sleep_20230925,choice,0.8038480415857843,10.0
UT13,REM_Sleep_20230915,REM_Sleep_20230925,choice,0.675481909304609,10.0
UT13,REM_Sleep_20230915,Good_Run_20230926,choice,0.8567764839749162,11.0
UT13,REM_Sleep_20230915,Good_Run_20230927,choice,0.7085369534608762,12.0
UT13,REM_Sleep_20230915,Good_Run_20230927,choice,0.7366913663600047,12.0
UT13,REM_Sleep_20230915,Good_Run_20230928,choice,0.5702502769702579,13.0
UT13,REM_Sleep_20230915,Good_Run_20230916,choice,0.7941005171088422,1.0
UT13,REM_Sleep_20230915,Good_Run_20230918,choice,0.526657082367015,3.0
UT13,REM_Sleep_20230915,REM_Sleep_20230919,choice,0.8189461407643032,4.0
UT13,REM_Sleep_20230915,REM_Sleep_20230919,choice,0.7334374581163411,4.0
UT13,REM_Sleep_20230915,Good_Run_20230920,choice,0.6602299662484579,5.0
UT13,REM_Sleep_20230915,REM_Sleep_20230925,choice,0.7572720749971078,10.0
UT13,REM_Sleep_20230915,REM_Sleep_20230925,choice,0.7319719445990204,10.0
UT13,REM_Sleep_20230915,Good_Run_20230926,choice,0.6452283341594662,11.0
UT13,REM_Sleep_20230915,Good_Run_20230927,choice,0.6212922947260735,12.0
UT13,REM_Sleep_20230915,Good_Run_20230927,choice,0.5623969921712595,12.0
UT13,REM_Sleep_20230915,Good_Run_20230928,choice,0.4392585389513549,13.0
UT13,Good_Run_20230916,Good_Run_20230918,choice,0.4871548624539425,2.0
UT13,Good_Run_20230916,REM_Sleep_20230919,choice,0.7714089068166582,3.0
UT13,Good_Run_20230916,REM_Sleep_20230919,choice,0.6535904061116649,3.0
UT13,Good_Run_20230916,Good_Run_20230920,choice,0.7149775392251462,4.0
UT13,Good_Run_20230916,REM_Sleep_20230925,choice,0.6767053190229639,9.0
UT13,Good_Run_20230916,REM_Sleep_20230925,choice,0.6372566365149894,9.0
UT13,Good_Run_20230916,Good_Run_20230926,choice,0.5711337892309795,10.0
UT13,Good_Run_20230916,Good_Run_20230927,choice,0.5317183882220314,11.0
UT13,Good_Run_20230916,Good_Run_20230927,choice,0.49420365422282153,11.0
UT13,Good_Run_20230916,Good_Run_20230928,choice,0.47687959018489684,12.0
UT13,Good_Run_20230918,REM_Sleep_20230919,choice,0.625877804382194,1.0
UT13,Good_Run_20230918,REM_Sleep_20230919,choice,0.7458375001614242,1.0
UT13,Good_Run_20230918,Good_Run_20230920,choice,0.6335969067391174,2.0
UT13,Good_Run_20230918,REM_Sleep_20230925,choice,0.5098932046193156,7.0
UT13,Good_Run_20230918,REM_Sleep_20230925,choice,0.5394983839414469,7.0
UT13,Good_Run_20230918,Good_Run_20230926,choice,0.4355061282728724,8.0
UT13,Good_Run_20230918,Good_Run_20230927,choice,0.45267973581994414,9.0
UT13,Good_Run_20230918,Good_Run_20230927,choice,0.5491717163772734,9.0
UT13,Good_Run_20230918,Good_Run_20230928,choice,0.5436986689159218,10.0
UT13,REM_Sleep_20230919,REM_Sleep_20230919,choice,0.9261408372930383,0.0
UT13,REM_Sleep_20230919,Good_Run_20230920,choice,0.6331759742253525,1.0
UT13,REM_Sleep_20230919,REM_Sleep_20230925,choice,0.6430883947889522,6.0
UT13,REM_Sleep_20230919,REM_Sleep_20230925,choice,0.7101188380375624,6.0
UT13,REM_Sleep_20230919,Good_Run_20230926,choice,0.47834483917946535,7.0
UT13,REM_Sleep_20230919,Good_Run_20230927,choice,0.513798801229987,8.0
UT13,REM_Sleep_20230919,Good_Run_20230927,choice,0.5054768321848231,8.0
UT13,REM_Sleep_20230919,Good_Run_20230928,choice,0.5284280302670404,9.0
UT13,REM_Sleep_20230919,Good_Run_20230920,choice,0.5942796734007689,1.0
UT13,REM_Sleep_20230919,REM_Sleep_20230925,choice,0.5155914563837486,6.0
UT13,REM_Sleep_20230919,REM_Sleep_20230925,choice,0.5760505574642981,6.0
UT13,REM_Sleep_20230919,Good_Run_20230926,choice,0.35111165818460816,7.0
UT13,REM_Sleep_20230919,Good_Run_20230927,choice,0.4736948437654448,8.0
UT13,REM_Sleep_20230919,Good_Run_20230927,choice,0.4234025922870423,8.0
UT13,REM_Sleep_20230919,Good_Run_20230928,choice,0.4011531953884422,9.0
UT13,Good_Run_20230920,REM_Sleep_20230925,choice,0.7786939368443043,5.0
UT13,Good_Run_20230920,REM_Sleep_20230925,choice,0.7149678564114565,5.0
UT13,Good_Run_20230920,Good_Run_20230926,choice,0.7812490508666762,6.0
UT13,Good_Run_20230920,Good_Run_20230927,choice,0.7202862422937539,7.0
UT13,Good_Run_20230920,Good_Run_20230927,choice,0.7489364913557334,7.0
UT13,Good_Run_20230920,Good_Run_20230928,choice,0.6362986229961407,8.0
UT13,REM_Sleep_20230925,REM_Sleep_20230925,choice,0.7194208242831438,0.0
UT13,REM_Sleep_20230925,Good_Run_20230926,choice,0.7753318946521018,1.0
UT13,REM_Sleep_20230925,Good_Run_20230927,choice,0.6780817288372679,2.0
UT13,REM_Sleep_20230925,Good_Run_20230927,choice,0.7373992829273252,2.0
UT13,REM_Sleep_20230925,Good_Run_20230928,choice,0.6773801859083972,3.0
UT13,REM_Sleep_20230925,Good_Run_20230926,choice,0.7806016438647161,1.0
UT13,REM_Sleep_20230925,Good_Run_20230927,choice,0.829299938203877,2.0
UT13,REM_Sleep_20230925,Good_Run_20230927,choice,0.7496749094005138,2.0
UT13,REM_Sleep_20230925,Good_Run_20230928,choice,0.5343385786211222,3.0
UT13,Good_Run_20230926,Good_Run_20230927,choice,0.8506355124643589,1.0
UT13,Good_Run_20230926,Good_Run_20230927,choice,0.739505031844618,1.0
UT13,Good_Run_20230926,Good_Run_20230928,choice,0.36444687966675726,2.0
UT13,Good_Run_20230927,Good_Run_20230927,choice,0.8533868519754351,0.0
UT13,Good_Run_20230927,Good_Run_20230928,choice,0.37924323220278205,1.0
UT13,Good_Run_20230927,Good_Run_20230928,choice,0.7463561050224988,1.0
UT13,REM_Sleep_20230914,REM_Sleep_20230914,corridor,0.9214606472291305,0.0
UT13,REM_Sleep_20230914,REM_Sleep_20230915,corridor,0.6831487124529705,1.0
UT13,REM_Sleep_20230914,REM_Sleep_20230915,corridor,0.7016365690282256,1.0
UT13,REM_Sleep_20230914,Good_Run_20230916,corridor,0.7317772542143064,2.0
UT13,REM_Sleep_20230914,Good_Run_20230918,corridor,0.6572114038716868,4.0
UT13,REM_Sleep_20230914,REM_Sleep_20230919,corridor,0.798147468087114,5.0
UT13,REM_Sleep_20230914,REM_Sleep_20230919,corridor,0.6604016075185398,5.0
UT13,REM_Sleep_20230914,Good_Run_20230920,corridor,0.7746552245851395,6.0
UT13,REM_Sleep_20230914,REM_Sleep_20230925,corridor,0.7312516509950615,11.0
UT13,REM_Sleep_20230914,REM_Sleep_20230925,corridor,0.5522427177463824,11.0
UT13,REM_Sleep_20230914,Good_Run_20230926,corridor,0.41515645304222887,12.0
UT13,REM_Sleep_20230914,Good_Run_20230927,corridor,0.4673624677871028,13.0
UT13,REM_Sleep_20230914,Good_Run_20230927,corridor,0.7180403660604372,13.0
UT13,REM_Sleep_20230914,Good_Run_20230928,corridor,0.8215416067741227,14.0
UT13,REM_Sleep_20230914,REM_Sleep_20230915,corridor,0.8210812329194912,1.0
UT13,REM_Sleep_20230914,REM_Sleep_20230915,corridor,0.8340013944662044,1.0
UT13,REM_Sleep_20230914,Good_Run_20230916,corridor,0.8007577462909604,2.0
UT13,REM_Sleep_20230914,Good_Run_20230918,corridor,0.5620399798653101,4.0
UT13,REM_Sleep_20230914,REM_Sleep_20230919,corridor,0.7700076592743987,5.0
UT13,REM_Sleep_20230914,REM_Sleep_20230919,corridor,0.5918971835040453,5.0
UT13,REM_Sleep_20230914,Good_Run_20230920,corridor,0.814027195333031,6.0
UT13,REM_Sleep_20230914,REM_Sleep_20230925,corridor,0.8639924563862779,11.0
UT13,REM_Sleep_20230914,REM_Sleep_20230925,corridor,0.6463266497462525,11.0
UT13,REM_Sleep_20230914,Good_Run_20230926,corridor,0.6057750842876108,12.0
UT13,REM_Sleep_20230914,Good_Run_20230927,corridor,0.5667221631766509,13.0
UT13,REM_Sleep_20230914,Good_Run_20230927,corridor,0.7531373721908792,13.0
UT13,REM_Sleep_20230914,Good_Run_20230928,corridor,0.7855990386511257,14.0
UT13,REM_Sleep_20230915,REM_Sleep_20230915,corridor,0.728032466334389,0.0
UT13,REM_Sleep_20230915,Good_Run_20230916,corridor,0.7263599903830423,1.0
UT13,REM_Sleep_20230915,Good_Run_20230918,corridor,0.4569541389256246,3.0
UT13,REM_Sleep_20230915,REM_Sleep_20230919,corridor,0.5192678194286017,4.0
UT13,REM_Sleep_20230915,REM_Sleep_20230919,corridor,0.3355012434638369,4.0
UT13,REM_Sleep_20230915,Good_Run_20230920,corridor,0.8510423782649517,5.0
UT13,REM_Sleep_20230915,REM_Sleep_20230925,corridor,0.8304237724550253,10.0
UT13,REM_Sleep_20230915,REM_Sleep_20230925,corridor,0.6458037776649262,10.0
UT13,REM_Sleep_20230915,Good_Run_20230926,corridor,0.8199188932030331,11.0
UT13,REM_Sleep_20230915,Good_Run_20230927,corridor,0.6670459930347769,12.0
UT13,REM_Sleep_20230915,Good_Run_20230927,corridor,0.7597853753530351,12.0
UT13,REM_Sleep_20230915,Good_Run_20230928,corridor,0.6045784883727542,13.0
UT13,REM_Sleep_20230915,Good_Run_20230916,corridor,0.8296371686075783,1.0
UT13,REM_Sleep_20230915,Good_Run_20230918,corridor,0.495648801799739,3.0
UT13,REM_Sleep_20230915,REM_Sleep_20230919,corridor,0.8180903802126746,4.0
UT13,REM_Sleep_20230915,REM_Sleep_20230919,corridor,0.7037643996717121,4.0
UT13,REM_Sleep_20230915,Good_Run_20230920,corridor,0.7159012131645158,5.0
UT13,REM_Sleep_20230915,REM_Sleep_20230925,corridor,0.844008762174882,10.0
UT13,REM_Sleep_20230915,REM_Sleep_20230925,corridor,0.6619025218275116,10.0
UT13,REM_Sleep_20230915,Good_Run_20230926,corridor,0.6834605314471691,11.0
UT13,REM_Sleep_20230915,Good_Run_20230927,corridor,0.6490251830050451,12.0
UT13,REM_Sleep_20230915,Good_Run_20230927,corridor,0.6305927111617057,12.0
UT13,REM_Sleep_20230915,Good_Run_20230928,corridor,0.47625887303855335,13.0
UT13,Good_Run_20230916,Good_Run_20230918,corridor,0.47508947048891204,2.0
UT13,Good_Run_20230916,REM_Sleep_20230919,corridor,0.7908475311849745,3.0
UT13,Good_Run_20230916,REM_Sleep_20230919,corridor,0.6498171345108458,3.0
UT13,Good_Run_20230916,Good_Run_20230920,corridor,0.7429643706597628,4.0
UT13,Good_Run_20230916,REM_Sleep_20230925,corridor,0.7067573227085244,9.0
UT13,Good_Run_20230916,REM_Sleep_20230925,corridor,0.5910069267979637,9.0
UT13,Good_Run_20230916,Good_Run_20230926,corridor,0.6113343124778468,10.0
UT13,Good_Run_20230916,Good_Run_20230927,corridor,0.5736061119758602,11.0
UT13,Good_Run_20230916,Good_Run_20230927,corridor,0.5675124499186882,11.0
UT13,Good_Run_20230916,Good_Run_20230928,corridor,0.46686733554275706,12.0
UT13,Good_Run_20230918,REM_Sleep_20230919,corridor,0.6173281613559748,1.0
UT13,Good_Run_20230918,REM_Sleep_20230919,corridor,0.7180943535451264,1.0
UT13,Good_Run_20230918,Good_Run_20230920,corridor,0.6466869659947904,2.0
UT13,Good_Run_20230918,REM_Sleep_20230925,corridor,0.4695453897241723,7.0
UT13,Good_Run_20230918,REM_Sleep_20230925,corridor,0.45759685145086443,7.0
UT13,Good_Run_20230918,Good_Run_20230926,corridor,0.4411108467807526,8.0
UT13,Good_Run_20230918,Good_Run_20230927,corridor,0.43884565547086973,9.0
UT13,Good_Run_20230918,Good_Run_20230927,corridor,0.5711577709043035,9.0
UT13,Good_Run_20230918,Good_Run_20230928,corridor,0.5145693464779049,10.0
UT13,REM_Sleep_20230919,REM_Sleep_20230919,corridor,0.9127533813854416,0.0
UT13,REM_Sleep_20230919,Good_Run_20230920,corridor,0.6476766731932587,1.0
UT13,REM_Sleep_20230919,REM_Sleep_20230925,corridor,0.6810750328149003,6.0
UT13,REM_Sleep_20230919,REM_Sleep_20230925,corridor,0.6757555171929757,6.0
UT13,REM_Sleep_20230919,Good_Run_20230926,corridor,0.4828148508861508,7.0
UT13,REM_Sleep_20230919,Good_Run_20230927,corridor,0.5169284005412342,8.0
UT13,REM_Sleep_20230919,Good_Run_20230927,corridor,0.5225884845887709,8.0
UT13,REM_Sleep_20230919,Good_Run_20230928,corridor,0.5157518619746652,9.0
UT13,REM_Sleep_20230919,Good_Run_20230920,corridor,0.5676426583186289,1.0
UT13,REM_Sleep_20230919,REM_Sleep_20230925,corridor,0.5424503674104196,6.0
UT13,REM_Sleep_20230919,REM_Sleep_20230925,corridor,0.547626724578564,6.0
UT13,REM_Sleep_20230919,Good_Run_20230926,corridor,0.37040420027836707,7.0
UT13,REM_Sleep_20230919,Good_Run_20230927,corridor,0.49871130514063594,8.0
UT13,REM_Sleep_20230919,Good_Run_20230927,corridor,0.4533695671293988,8.0
UT13,REM_Sleep_20230919,Good_Run_20230928,corridor,0.35129056611319803,9.0
UT13,Good_Run_20230920,REM_Sleep_20230925,corridor,0.8159779471661259,5.0
UT13,Good_Run_20230920,REM_Sleep_20230925,corridor,0.6650245063306446,5.0
UT13,Good_Run_20230920,Good_Run_20230926,corridor,0.7419130635086533,6.0
UT13,Good_Run_20230920,Good_Run_20230927,corridor,0.6607691696965671,7.0
UT13,Good_Run_20230920,Good_Run_20230927,corridor,0.7690832547421534,7.0
UT13,Good_Run_20230920,Good_Run_20230928,corridor,0.6714423086477076,8.0
UT13,REM_Sleep_20230925,REM_Sleep_20230925,corridor,0.7121350446291395,0.0
UT13,REM_Sleep_20230925,Good_Run_20230926,corridor,0.7838529762354272,1.0
UT13,REM_Sleep_20230925,Good_Run_20230927,corridor,0.7114608072523037,2.0
UT13,REM_Sleep_20230925,Good_Run_20230927,corridor,0.7698301000219564,2.0
UT13,REM_Sleep_20230925,Good_Run_20230928,corridor,0.629652305685674,3.0
UT13,REM_Sleep_20230925,Good_Run_20230926,corridor,0.7688806450662736,1.0
UT13,REM_Sleep_20230925,Good_Run_20230927,corridor,0.8385842285916416,2.0
UT13,REM_Sleep_20230925,Good_Run_20230927,corridor,0.7426567791860443,2.0
UT13,REM_Sleep_20230925,Good_Run_20230928,corridor,0.43965309690739246,3.0
UT13,Good_Run_20230926,Good_Run_20230927,corridor,0.8359845064233477,1.0
UT13,Good_Run_20230926,Good_Run_20230927,corridor,0.70768729780292,1.0
UT13,Good_Run_20230926,Good_Run_20230928,corridor,0.2926546813856781,2.0
UT13,Good_Run_20230927,Good_Run_20230927,corridor,0.8202618856742493,0.0
UT13,Good_Run_20230927,Good_Run_20230928,corridor,0.2926995802405669,1.0
UT13,Good_Run_20230927,Good_Run_20230928,corridor,0.7317609460904663,1.0
UT15,Day2,Day3,reward,0.4277806479883318,1.0
UT15,Day2,Day4,reward,0.49141688700034186,2.0
UT15,Day2,Day5,reward,0.03183007843500095,3.0
UT15,Day2,Day6,reward,0.07093416451377674,3.0
UT15,Day2,Day7,reward,0.541125132658283,4.0
